HOUR,YEAR,MONTH,MONTH_NAME,DAY,DAY_OF_WEEK,DAY_NAME,HOUR_OF_DAY,SEASON,IS_WEEKEND,IS_PUBLIC_HOLIDAY,TOTALDEMAND,RRP,ALLSKY_IRRADIANCE,CLRSKY_IRRADIANCE,CLEARNESS_IDX,TEMP_2M,REL_HUMIDITY,WIND_SPEED,CASH_RATE_TARGET,ROOFTOP_SOLAR_MW,RRP_LAG_1H,RRP_LAG_3H,RRP_LAG_24H,SOLAR_LAG_1H,SOLAR_LAG_24H,SOLAR_LAG_168H,SOLAR_ROLLING_6H_MEAN,SOLAR_ROLLING_24H_MAX,SOLAR_ROLLING_24H_MEAN,SOLAR_ROLLING_6H_STD,IS_SOLAR_HOUR,IS_DAWN_DUSK,IS_NIGHT
8/1/2018 00:00,2018,1,January,8,0,Monday,0,Summer,0,0,7766.23,68.165,0.0,0.0,0.0,21.6,94.48,4.52,1.5,0.0,72.45,77.8,59.445,0.0,0.0,0.0,0.0,1008.78,336.98583333333335,0.0,0,0,1
8/1/2018 01:00,2018,1,January,8,0,Monday,1,Summer,0,0,7184.05,66.305,0.0,0.0,0.0,21.51,92.98,4.18,1.5,0.0,68.165,76.145,61.355,0.0,0.0,0.0,0.0,1008.78,336.98583333333335,0.0,0,0,1
8/1/2018 02:00,2018,1,January,8,0,Monday,2,Summer,0,0,6777.065,54.73,0.0,0.0,0.0,21.66,90.99,3.63,1.5,0.0,66.305,72.45,54.995,0.0,0.0,0.0,0.0,1008.78,336.98583333333335,0.0,0,0,1
8/1/2018 03:00,2018,1,January,8,0,Monday,3,Summer,0,0,6742.605,54.915,0.0,0.0,0.0,21.79,89.45,2.87,1.5,0.0,54.73,68.165,54.66,0.0,0.0,0.0,0.0,1008.78,336.98583333333335,0.0,0,0,1
8/1/2018 04:00,2018,1,January,8,0,Monday,4,Summer,0,0,6886.71,55.13,0.0,0.0,0.0,22.07,87.62,2.04,1.5,0.265,54.915,66.305,53.83,0.0,0.0,0.0,0.0,1008.78,336.98583333333335,0.0,0,0,1
8/1/2018 05:00,2018,1,January,8,0,Monday,5,Summer,0,0,7312.385,63.35,35.35,62.97,0.23,22.75,83.99,1.22,1.5,29.45,55.13,54.73,52.07,0.0,67.68,69.03,5.891666666666667,1008.78,335.63875,14.431577067859665,0,0,0
8/1/2018 06:00,2018,1,January,8,0,Monday,6,Summer,0,0,8088.64,64.635,145.73,256.52,0.34,23.61,80.92,0.73,1.5,110.986,63.35,54.915,54.815,35.35,254.77,260.83,30.179999999999996,1008.78,331.09541666666667,58.34699820898191,0,0,0
8/1/2018 07:00,2018,1,January,8,0,Monday,7,Summer,0,0,8943.0,77.08,283.08,472.27,0.4,24.33,78.4,0.71,1.5,232.199,64.635,55.13,57.445,145.73,469.27,470.15,77.36,1008.78,323.33750000000003,115.51079966825179,0,1,0
8/1/2018 08:00,2018,1,January,8,0,Monday,8,Summer,0,0,9556.065,81.685,476.95,674.92,0.5,25.1,71.96,0.54,1.5,422.266,77.08,63.35,66.64,283.08,691.58,696.85,156.85166666666666,1008.78,314.39458333333334,191.0433313587935,0,1,0
8/1/2018 09:00,2018,1,January,8,0,Monday,9,Summer,0,0,9929.06,85.115,718.55,842.8,0.62,25.59,69.74,0.4,1.5,565.601,81.685,64.635,68.88,476.95,855.4,872.78,276.60999999999996,1008.78,308.6925,278.33001785649935,1,0,0
8/1/2018 10:00,2018,1,January,8,0,Monday,10,Summer,0,0,10309.255,88.485,794.75,962.35,0.61,26.28,66.51,1.38,1.5,626.779,85.115,77.08,77.91,718.55,986.92,957.05,409.0683333333333,1008.78,300.68541666666664,307.90345931260026,1,0,0
8/1/2018 11:00,2018,1,January,8,0,Monday,11,Summer,0,0,10681.24,97.33,885.5,1005.7,0.65,27.75,59.09,2.21,1.5,743.514,88.485,81.685,81.285,794.75,992.85,1020.4,550.76,1008.78,296.21250000000003,296.9462143890702,1,0,0
8/1/2018 12:00,2018,1,January,8,0,Monday,12,Summer,0,0,11026.095,98.675,912.15,1009.5,0.67,29.94,49.44,2.31,1.5,744.45,97.33,85.115,95.165,885.5,1008.78,1028.05,678.4966666666667,912.15,292.18625,248.81268710953321,1,0,0
8/1/2018 13:00,2018,1,January,8,0,Monday,13,Summer,0,0,11540.925,110.925,789.25,948.2,0.61,30.85,45.67,2.43,1.5,721.61,98.675,88.485,94.415,912.15,825.92,961.28,762.8583333333332,912.15,290.65833333333336,156.68400178916346,1,0,0
8/1/2018 14:00,2018,1,January,8,0,Monday,14,Summer,0,0,11836.355,104.145,562.45,828.22,0.49,29.69,50.88,3.22,1.5,571.071,110.925,97.33,99.025,789.25,727.53,788.2,777.1083333333335,912.15,283.78,126.45230886253756,1,0,0
8/1/2018 15:00,2018,1,January,8,0,Monday,15,Summer,0,0,12088.005,101.905,369.75,659.8,0.39,28.09,59.64,3.99,1.5,362.951,104.145,98.675,120.175,562.45,578.33,652.12,718.975,912.15,275.08916666666664,210.8012138247782,1,0,0
8/1/2018 16:00,2018,1,January,8,0,Monday,16,Summer,0,0,11999.05,102.795,177.85,456.42,0.25,26.71,68.66,4.49,1.5,200.942,101.905,110.925,128.21,369.75,379.23,428.02,616.1583333333333,912.15,266.6983333333333,298.60762618638256,0,1,0
8/1/2018 17:00,2018,1,January,8,0,Monday,17,Summer,0,0,11448.34,95.945,85.15,243.7,0.19,25.73,75.95,3.91,1.5,121.731,102.795,104.145,134.79,177.85,201.2,221.43,482.76666666666665,912.15,261.86291666666665,331.20913886344715,0,1,0
8/1/2018 18:00,2018,1,January,8,0,Monday,18,Summer,0,0,10969.72,90.25,17.17,58.42,0.11,24.84,82.76,2.04,1.5,34.968,95.945,101.905,102.065,85.15,48.2,49.78,333.6033333333333,912.15,260.57,299.1352461122995,0,0,0
8/1/2018 19:00,2018,1,January,8,0,Monday,19,Summer,0,0,10526.79,90.37,0.0,0.0,0.0,23.98,89.36,1.54,1.5,0.675,90.25,102.795,104.885,17.17,0.0,0.0,202.06166666666664,912.15,260.57,222.38143631307412,0,0,1
8/1/2018 20:00,2018,1,January,8,0,Monday,20,Summer,0,0,10221.69,90.795,0.0,0.0,0.0,23.49,92.66,3.3,1.5,0.0,90.37,95.945,89.57,0.0,0.0,0.0,108.32,912.15,260.57,145.25266400310542,0,0,1
8/1/2018 21:00,2018,1,January,8,0,Monday,21,Summer,0,0,9637.4,87.345,0.0,0.0,0.0,23.22,95.16,3.7,1.5,0.0,90.795,90.25,77.8,0.0,0.0,0.0,46.695,912.15,260.57,72.24045369458135,0,0,1
8/1/2018 22:00,2018,1,January,8,0,Monday,22,Summer,0,0,9017.385,81.275,0.0,0.0,0.0,23.17,96.13,3.07,1.5,0.0,87.345,90.37,76.145,0.0,0.0,0.0,17.053333333333335,912.15,260.57,34.06004795454019,0,0,1
8/1/2018 23:00,2018,1,January,8,0,Monday,23,Summer,0,0,8402.29,83.615,0.0,0.0,0.0,23.16,96.04,2.79,1.5,0.0,81.275,90.795,72.45,0.0,0.0,0.0,2.861666666666667,912.15,260.57,7.009623147185378,0,0,1
9/1/2018 00:00,2018,1,January,9,1,Tuesday,0,Summer,0,0,7896.18,79.47,0.0,0.0,0.0,23.12,95.97,2.63,1.5,0.0,83.615,87.345,68.165,0.0,0.0,0.0,0.0,912.15,260.57,0.0,0,0,1
9/1/2018 01:00,2018,1,January,9,1,Tuesday,1,Summer,0,0,7418.95,76.205,0.0,0.0,0.0,23.05,95.88,2.46,1.5,0.0,79.47,81.275,66.305,0.0,0.0,0.0,0.0,912.15,260.57,0.0,0,0,1
9/1/2018 02:00,2018,1,January,9,1,Tuesday,2,Summer,0,0,7070.745,72.24,0.0,0.0,0.0,23.02,95.82,2.66,1.5,0.0,76.205,83.615,54.73,0.0,0.0,0.0,0.0,912.15,260.57,0.0,0,0,1
9/1/2018 03:00,2018,1,January,9,1,Tuesday,3,Summer,0,0,6942.7,63.11,0.0,0.0,0.0,23.02,95.61,2.19,1.5,0.0,72.24,79.47,54.915,0.0,0.0,0.0,0.0,912.15,260.57,0.0,0,0,1
9/1/2018 04:00,2018,1,January,9,1,Tuesday,4,Summer,0,0,6930.515,55.96,0.0,0.0,0.0,23.12,95.01,2.05,1.5,0.102,63.11,76.205,55.13,0.0,0.0,0.0,0.0,912.15,260.57,0.0,0,0,1
9/1/2018 05:00,2018,1,January,9,1,Tuesday,5,Summer,0,0,7354.54,57.185,25.12,51.7,0.17,23.36,93.32,2.74,1.5,22.691,55.96,72.24,63.35,0.0,35.35,48.65,4.1866666666666665,912.15,260.14375,10.255197056398229,0,0,0
9/1/2018 06:00,2018,1,January,9,1,Tuesday,6,Summer,0,0,8142.87,59.96,97.15,229.85,0.23,23.7,91.4,4.05,1.5,72.187,57.185,63.11,64.635,25.12,145.73,173.75,20.378333333333334,912.15,258.1195833333333,38.92936702112663,0,0,0
9/1/2018 07:00,2018,1,January,9,1,Tuesday,7,Summer,0,0,8895.64,68.455,68.78,442.5,0.1,24.39,87.21,4.0,1.5,176.665,59.96,55.96,77.08,97.15,283.08,334.88,31.84166666666667,912.15,249.19041666666666,41.75278405885765,0,1,0
9/1/2018 08:00,2018,1,January,9,1,Tuesday,8,Summer,0,0,9273.515,69.37,198.12,645.65,0.21,24.75,84.82,3.52,1.5,342.146,68.455,57.185,81.685,68.78,476.95,544.5,64.86166666666666,912.15,237.5725,75.90671232944847,0,1,0
9/1/2018 09:00,2018,1,January,9,1,Tuesday,9,Summer,0,0,9471.915,70.89,181.45,816.6,0.16,24.79,84.82,3.32,1.5,490.554,69.37,59.96,85.115,198.12,718.55,788.45,95.10333333333334,912.15,215.1933333333333,80.87966139064683,1,0,0
9/1/2018 10:00,2018,1,January,9,1,Tuesday,10,Summer,0,0,9470.27,71.355,298.75,938.22,0.23,24.79,85.34,3.89,1.5,552.016,70.89,68.455,88.485,181.45,794.75,949.0,144.895,912.15,194.52666666666664,100.25932230969393,1,0,0
9/1/2018 11:00,2018,1,January,9,1,Tuesday,11,Summer,0,0,9497.9,83.44,334.62,1003.9,0.24,24.88,85.41,4.54,1.5,668.997,71.355,69.37,97.33,298.75,885.5,987.08,196.47833333333332,912.15,171.57333333333335,105.77725831513045,1,0,0
9/1/2018 12:00,2018,1,January,9,1,Tuesday,12,Summer,0,0,9517.09,84.28,341.33,1005.2,0.25,24.81,86.36,5.15,1.5,655.821,83.44,70.89,98.675,334.62,912.15,992.4,237.17499999999998,789.25,147.78916666666666,106.88565605355672,1,0,0
9/1/2018 13:00,2018,1,January,9,1,Tuesday,13,Summer,0,0,9826.135,84.685,307.5,943.03,0.24,24.7,86.36,5.26,1.5,611.176,84.28,71.355,110.925,341.33,789.25,860.65,276.96166666666664,562.45,127.71625,69.58961687397016,1,0,0
9/1/2018 14:00,2018,1,January,9,1,Tuesday,14,Summer,0,0,9986.95,73.07,348.08,823.08,0.3,24.83,84.24,4.16,1.5,473.585,84.685,83.44,104.145,307.5,562.45,681.4,301.955,369.75,118.78416666666665,62.14077976658584,1,0,0
9/1/2018 15:00,2018,1,January,9,1,Tuesday,15,Summer,0,0,10322.615,75.27,351.73,653.88,0.37,25.07,81.97,3.44,1.5,376.37,73.07,84.28,101.905,348.08,369.75,431.02,330.335,351.73,118.03333333333332,22.04963378379257,1,0,0
9/1/2018 16:00,2018,1,January,9,1,Tuesday,16,Summer,0,0,10585.455,86.23,258.5,450.2,0.36,25.35,80.09,3.08,1.5,266.923,75.27,84.685,102.795,351.73,177.85,267.48,323.62666666666667,351.73,121.39375,35.56283546999625,0,1,0
9/1/2018 17:00,2018,1,January,9,1,Tuesday,17,Summer,0,0,10799.67,112.215,125.22,235.38,0.29,25.43,79.7,2.88,1.5,86.204,86.23,73.07,95.945,258.5,85.15,140.02,288.72666666666663,351.73,123.06333333333333,87.47556039640999,0,1,0
9/1/2018 18:00,2018,1,January,9,1,Tuesday,18,Summer,0,0,10341.45,92.16,32.67,54.85,0.21,25.02,82.15,2.32,1.5,22.88,112.215,75.27,90.25,125.22,17.17,31.83,237.28333333333333,351.73,123.70916666666666,130.52147327802388,0,0,0
9/1/2018 19:00,2018,1,January,9,1,Tuesday,19,Summer,0,0,9591.78,75.435,0.0,0.0,0.0,24.65,83.35,0.88,1.5,1.033,92.16,86.23,90.37,32.67,0.0,0.0,186.03333333333333,351.73,123.70916666666666,155.43030588230155,0,0,1
9/1/2018 20:00,2018,1,January,9,1,Tuesday,20,Summer,0,0,9068.375,74.725,0.0,0.0,0.0,23.69,89.22,3.34,1.5,0.0,75.435,112.215,90.795,0.0,0.0,0.0,128.02,351.73,123.70916666666666,147.61361576764887,0,0,1
9/1/2018 21:00,2018,1,January,9,1,Tuesday,21,Summer,0,0,8522.515,69.885,0.0,0.0,0.0,22.58,93.91,6.42,1.5,0.0,74.725,92.16,87.345,0.0,0.0,0.0,69.39833333333333,351.73,123.70916666666666,104.56849935169603,0,0,1
9/1/2018 22:00,2018,1,January,9,1,Tuesday,22,Summer,0,0,8069.155,67.05,0.0,0.0,0.0,21.52,94.13,7.82,1.5,0.0,69.885,75.435,81.275,0.0,0.0,0.0,26.314999999999998,351.73,123.70916666666666,50.18466289613717,0,0,1
9/1/2018 23:00,2018,1,January,9,1,Tuesday,23,Summer,0,0,7723.065,68.715,0.0,0.0,0.0,20.41,93.24,8.01,1.5,0.0,67.05,74.725,83.615,0.0,0.0,0.0,5.445,351.73,123.70916666666666,13.337471649413086,0,0,1
10/1/2018 00:00,2018,1,January,10,2,Wednesday,0,Summer,0,0,7360.04,62.74,0.0,0.0,0.0,19.53,92.01,7.88,1.5,0.0,68.715,69.885,79.47,0.0,0.0,0.0,0.0,351.73,123.70916666666666,0.0,0,0,1
10/1/2018 01:00,2018,1,January,10,2,Wednesday,1,Summer,0,0,6907.41,57.79,0.0,0.0,0.0,19.25,90.25,7.02,1.5,0.0,62.74,67.05,76.205,0.0,0.0,0.0,0.0,351.73,123.70916666666666,0.0,0,0,1
10/1/2018 02:00,2018,1,January,10,2,Wednesday,2,Summer,0,0,6511.82,54.24,0.0,0.0,0.0,19.35,88.2,6.21,1.5,0.0,57.79,68.715,72.24,0.0,0.0,0.0,0.0,351.73,123.70916666666666,0.0,0,0,1
10/1/2018 03:00,2018,1,January,10,2,Wednesday,3,Summer,0,0,6400.98,56.875,0.0,0.0,0.0,19.53,86.61,5.65,1.5,0.0,54.24,62.74,63.11,0.0,0.0,0.0,0.0,351.73,123.70916666666666,0.0,0,0,1
10/1/2018 04:00,2018,1,January,10,2,Wednesday,4,Summer,0,0,6507.575,57.135,0.0,0.0,0.0,19.72,84.88,5.28,1.5,0.084,56.875,57.79,55.96,0.0,0.0,0.0,0.0,351.73,123.70916666666666,0.0,0,0,1
10/1/2018 05:00,2018,1,January,10,2,Wednesday,5,Summer,0,0,6898.065,58.25,16.05,53.25,0.11,20.04,82.09,5.29,1.5,23.016,57.135,54.24,57.185,0.0,25.12,39.9,2.6750000000000003,351.73,123.33125,6.5523850618605985,0,0,0
10/1/2018 06:00,2018,1,January,10,2,Wednesday,6,Summer,0,0,7573.53,63.35,71.8,233.02,0.17,20.58,77.49,5.43,1.5,73.685,58.25,56.875,59.96,16.05,97.15,151.15,14.641666666666666,351.73,122.27499999999999,28.72828600292014,0,0,0
10/1/2018 07:00,2018,1,January,10,2,Wednesday,7,Summer,0,0,8180.9,82.615,130.57,444.02,0.19,21.07,72.06,5.6,1.5,155.426,63.35,57.135,68.455,71.8,68.78,299.3,36.40333333333333,351.73,124.84958333333334,53.870495325972335,0,1,0
10/1/2018 08:00,2018,1,January,10,2,Wednesday,8,Summer,0,0,8488.29,74.23,234.35,656.35,0.25,21.5,67.69,5.29,1.5,270.334,82.615,58.25,69.37,130.57,198.12,448.95,75.46166666666666,351.73,126.35916666666668,92.96721043822743,0,1,0
10/1/2018 09:00,2018,1,January,10,2,Wednesday,9,Summer,0,0,8500.06,83.605,426.25,831.97,0.37,21.95,64.26,4.87,1.5,412.149,74.23,63.35,70.89,234.35,181.45,572.88,146.50333333333333,426.25,136.55916666666667,161.42551987423104,1,0,0
10/1/2018 10:00,2018,1,January,10,2,Wednesday,10,Summer,0,0,8544.82,86.425,616.12,962.4,0.48,22.42,61.43,4.5,1.5,519.496,83.605,82.615,71.355,426.25,298.75,683.53,249.18999999999997,616.12,149.78291666666667,230.69472044240467,1,0,0
10/1/2018 11:00,2018,1,January,10,2,Wednesday,11,Summer,0,0,8473.58,87.79,571.17,1056.88,0.42,22.81,59.41,4.22,1.5,652.726,86.425,74.23,83.44,616.12,334.62,756.12,341.71000000000004,616.12,159.63916666666668,229.80749709267397,1,0,0
10/1/2018 12:00,2018,1,January,10,2,Wednesday,12,Summer,0,0,8455.655,85.08,615.55,1062.7,0.45,23.0,58.61,3.99,1.5,692.742,87.79,83.605,84.28,571.17,341.33,790.97,432.33500000000004,616.12,171.06500000000003,208.28683220501358,1,0,0
10/1/2018 13:00,2018,1,January,10,2,Wednesday,13,Summer,0,0,8504.56,78.23,635.17,1002.15,0.49,23.02,58.46,3.89,1.5,649.81,85.08,86.425,84.685,615.55,307.5,644.33,516.435,635.17,184.71791666666664,157.83541069734514,1,0,0
10/1/2018 14:00,2018,1,January,10,2,Wednesday,14,Summer,0,0,8601.065,79.1,558.75,881.7,0.48,22.85,59.51,4.17,1.5,521.364,78.23,87.79,73.07,635.17,348.08,537.25,570.5016666666667,635.17,193.4958333333333,76.47152369782074,1,0,0
10/1/2018 15:00,2018,1,January,10,2,Wednesday,15,Summer,0,0,8791.44,80.41,388.15,711.33,0.41,22.48,61.6,4.57,1.5,376.023,79.1,85.08,75.27,558.75,351.73,450.73,564.1516666666666,635.17,195.01333333333332,91.03968550399519,1,0,0
10/1/2018 16:00,2018,1,January,10,2,Wednesday,16,Summer,0,0,8896.72,74.07,254.35,504.62,0.36,21.91,64.44,4.74,1.5,253.126,80.41,78.23,86.23,388.15,258.5,288.15,503.8566666666666,635.17,194.84041666666664,150.26946764617975,0,1,0
10/1/2018 17:00,2018,1,January,10,2,Wednesday,17,Summer,0,0,8875.79,75.88,128.9,280.55,0.29,21.32,67.34,4.56,1.5,128.471,74.07,79.1,112.215,254.35,125.22,148.9,430.145,635.17,194.99375,208.0218847861914,0,1,0
10/1/2018 18:00,2018,1,January,10,2,Wednesday,18,Summer,0,0,8645.68,71.655,22.33,73.18,0.14,20.69,70.52,3.95,1.5,39.22,75.88,80.41,92.16,128.9,32.67,29.02,331.275,635.17,194.56291666666667,240.68731647097516,0,0,0
10/1/2018 19:00,2018,1,January,10,2,Wednesday,19,Summer,0,0,8484.28,69.92,0.0,0.0,0.0,20.26,73.16,3.22,1.5,0.844,71.655,74.07,75.435,22.33,0.0,0.0,225.41333333333333,635.17,194.56291666666667,218.99895951046406,0,0,1
10/1/2018 20:00,2018,1,January,10,2,Wednesday,20,Summer,0,0,8382.11,65.455,0.0,0.0,0.0,20.17,74.48,2.78,1.5,0.0,69.92,75.88,74.725,0.0,0.0,0.0,132.28833333333333,635.17,194.56291666666667,159.66650561926176,0,0,1
10/1/2018 21:00,2018,1,January,10,2,Wednesday,21,Summer,0,0,8060.24,60.805,0.0,0.0,0.0,20.06,75.4,2.38,1.5,0.0,65.455,71.655,69.885,0.0,0.0,0.0,67.59666666666666,635.17,194.56291666666667,104.29947778711866,0,0,1
10/1/2018 22:00,2018,1,January,10,2,Wednesday,22,Summer,0,0,7791.26,60.655,0.0,0.0,0.0,19.91,76.15,2.01,1.5,0.0,60.805,69.92,67.05,0.0,0.0,0.0,25.205000000000002,635.17,194.56291666666667,51.579233708915595,0,0,1
10/1/2018 23:00,2018,1,January,10,2,Wednesday,23,Summer,0,0,7535.03,58.895,0.0,0.0,0.0,19.8,76.28,1.69,1.5,0.0,60.655,65.455,68.715,0.0,0.0,0.0,3.7216666666666662,635.17,194.56291666666667,9.116184325998011,0,0,1
11/1/2018 00:00,2018,1,January,11,3,Thursday,0,Summer,0,0,7184.76,59.935,0.0,0.0,0.0,19.87,74.88,1.14,1.5,0.0,58.895,60.805,62.74,0.0,0.0,0.0,0.0,635.17,194.56291666666667,0.0,0,0,1
11/1/2018 01:00,2018,1,January,11,3,Thursday,1,Summer,0,0,6712.315,55.635,0.0,0.0,0.0,19.96,73.88,0.84,1.5,0.0,59.935,60.655,57.79,0.0,0.0,0.0,0.0,635.17,194.56291666666667,0.0,0,0,1
11/1/2018 02:00,2018,1,January,11,3,Thursday,2,Summer,0,0,6311.165,63.095,0.0,0.0,0.0,20.07,73.06,0.69,1.5,0.0,55.635,58.895,54.24,0.0,0.0,0.0,0.0,635.17,194.56291666666667,0.0,0,0,1
11/1/2018 03:00,2018,1,January,11,3,Thursday,3,Summer,0,0,6249.005,60.05,0.0,0.0,0.0,20.25,71.85,0.45,1.5,0.0,63.095,59.935,56.875,0.0,0.0,0.0,0.0,635.17,194.56291666666667,0.0,0,0,1
11/1/2018 04:00,2018,1,January,11,3,Thursday,4,Summer,0,0,6434.955,61.235,0.0,0.0,0.0,20.36,71.24,0.58,1.5,0.075,60.05,55.635,57.135,0.0,0.0,0.0,0.0,635.17,194.56291666666667,0.0,0,0,1
11/1/2018 05:00,2018,1,January,11,3,Thursday,5,Summer,0,0,6886.985,58.305,18.45,54.12,0.13,20.44,72.63,1.43,1.5,26.043,61.235,63.095,58.25,0.0,16.05,30.12,3.0749999999999997,635.17,194.66291666666666,7.532180958985535,0,0,0
11/1/2018 06:00,2018,1,January,11,3,Thursday,6,Summer,0,0,7536.96,61.8,91.3,241.95,0.22,21.2,70.48,1.39,1.5,119.768,58.305,60.05,63.35,18.45,71.8,100.18,18.291666666666668,635.17,195.47541666666666,36.520082374846744,0,0,0
11/1/2018 07:00,2018,1,January,11,3,Thursday,7,Summer,0,0,8145.03,61.805,194.62,456.25,0.28,21.99,66.84,1.07,1.5,249.699,61.8,61.235,82.615,91.3,130.57,181.02,50.72833333333333,635.17,198.14416666666668,78.88327336429211,0,1,0
11/1/2018 08:00,2018,1,January,11,3,Thursday,8,Summer,0,0,8541.02,64.96,249.12,658.25,0.26,22.85,63.28,1.4,1.5,373.163,61.805,58.305,74.23,194.62,234.35,236.98,92.24833333333333,635.17,198.75958333333332,107.28959062586497,0,1,0
11/1/2018 09:00,2018,1,January,11,3,Thursday,9,Summer,0,0,8656.95,67.925,275.45,827.72,0.24,23.49,61.53,1.74,1.5,455.772,64.96,61.8,83.605,249.12,426.25,358.1,138.15666666666667,635.17,192.47624999999996,118.29025871417205,1,0,0
11/1/2018 10:00,2018,1,January,11,3,Thursday,10,Summer,0,0,8753.955,71.175,312.2,946.12,0.24,23.97,61.8,1.97,1.5,491.552,67.925,61.805,86.425,275.45,616.12,427.55,190.18999999999997,635.17,179.81291666666667,113.94905633658914,1,0,0
11/1/2018 11:00,2018,1,January,11,3,Thursday,11,Summer,0,0,8818.555,75.71,408.25,1006.0,0.3,24.26,63.19,2.69,1.5,535.037,71.175,64.96,87.79,312.2,571.17,539.4,255.15666666666667,635.17,173.02458333333334,107.38106586668772,1,0,0
11/1/2018 12:00,2018,1,January,11,3,Thursday,12,Summer,0,0,8827.96,90.74,439.67,1001.83,0.32,24.46,64.47,3.86,1.5,566.894,75.71,67.925,85.08,408.25,615.55,698.25,313.2183333333333,635.17,165.69625,94.46976943269213,1,0,0
11/1/2018 13:00,2018,1,January,11,3,Thursday,13,Summer,0,0,8895.065,87.515,503.12,938.33,0.39,24.53,65.37,4.56,1.5,526.985,90.74,71.175,78.23,439.67,635.17,814.2,364.635,558.75,160.19416666666666,100.75487417489745,1,0,0
11/1/2018 14:00,2018,1,January,11,3,Thursday,14,Summer,0,0,8980.665,96.04,374.4,816.67,0.32,24.3,67.19,5.35,1.5,516.958,87.515,75.71,79.1,503.12,558.75,772.85,385.51500000000004,503.12,152.51291666666665,83.53863411619469,1,0,0
11/1/2018 15:00,2018,1,January,11,3,Thursday,15,Summer,0,0,9068.02,91.53,400.27,647.45,0.42,23.8,69.81,5.78,1.5,392.719,96.04,90.74,80.41,374.4,388.15,651.33,406.3183333333333,503.12,153.01791666666665,63.875270149457236,1,0,0
11/1/2018 16:00,2018,1,January,11,3,Thursday,16,Summer,0,0,9322.365,116.775,249.0,447.25,0.35,23.17,72.91,5.85,1.5,280.813,91.53,87.515,74.07,400.27,254.35,484.77,395.785,503.12,152.795,84.41011947627761,0,1,0
11/1/2018 17:00,2018,1,January,11,3,Thursday,17,Summer,0,0,9387.075,96.31,136.8,238.75,0.31,22.5,76.56,5.53,1.5,138.993,116.775,96.04,75.88,249.0,128.9,262.92,350.54333333333335,503.12,153.12416666666667,134.35947672816408,0,1,0
11/1/2018 18:00,2018,1,January,11,3,Thursday,18,Summer,0,0,9286.81,93.07,28.58,58.3,0.18,21.82,80.94,5.39,1.5,32.319,96.31,91.53,71.655,136.8,22.33,69.97,282.02833333333336,503.12,153.38458333333332,177.65885223277212,0,0,0
11/1/2018 19:00,2018,1,January,11,3,Thursday,19,Summer,0,0,9061.05,95.015,0.0,0.0,0.0,21.55,83.8,5.25,1.5,0.619,93.07,116.775,69.92,28.58,0.0,0.0,198.17499999999998,503.12,153.38458333333332,171.0459035171529,0,0,1
11/1/2018 20:00,2018,1,January,11,3,Thursday,20,Summer,0,0,8872.905,73.42,0.0,0.0,0.0,21.66,84.66,5.02,1.5,0.0,95.015,96.31,65.455,0.0,0.0,0.0,135.775,503.12,153.38458333333332,161.9500080580396,0,0,1
11/1/2018 21:00,2018,1,January,11,3,Thursday,21,Summer,0,0,8451.57,71.47,0.0,0.0,0.0,21.78,85.28,4.8,1.5,0.0,73.42,93.07,60.805,0.0,0.0,0.0,69.06333333333333,503.12,153.38458333333332,102.87234062985864,0,0,1
11/1/2018 22:00,2018,1,January,11,3,Thursday,22,Summer,0,0,8295.615,80.345,0.0,0.0,0.0,21.87,85.93,4.41,1.5,0.0,71.47,95.015,60.655,0.0,0.0,0.0,27.563333333333333,503.12,153.38458333333332,54.72226664407834,0,0,1
11/1/2018 23:00,2018,1,January,11,3,Thursday,23,Summer,0,0,7998.805,78.03,0.0,0.0,0.0,21.81,87.08,3.69,1.5,0.0,80.345,73.42,58.895,0.0,0.0,0.0,4.763333333333333,503.12,153.38458333333332,11.667736141410472,0,0,1
12/1/2018 00:00,2018,1,January,12,4,Friday,0,Summer,0,0,7593.63,71.795,0.0,0.0,0.0,21.75,88.31,3.41,1.5,0.0,78.03,71.47,59.935,0.0,0.0,0.0,0.0,503.12,153.38458333333332,0.0,0,0,1
12/1/2018 01:00,2018,1,January,12,4,Friday,1,Summer,0,0,7146.5,68.47,0.0,0.0,0.0,21.65,89.7,3.22,1.5,0.0,71.795,80.345,55.635,0.0,0.0,0.0,0.0,503.12,153.38458333333332,0.0,0,0,1
12/1/2018 02:00,2018,1,January,12,4,Friday,2,Summer,0,0,6771.58,80.83,0.0,0.0,0.0,21.54,91.07,3.19,1.5,0.0,68.47,78.03,63.095,0.0,0.0,0.0,0.0,503.12,153.38458333333332,0.0,0,0,1
12/1/2018 03:00,2018,1,January,12,4,Friday,3,Summer,0,0,6582.875,83.585,0.0,0.0,0.0,21.47,92.2,3.09,1.5,0.0,80.83,71.795,60.05,0.0,0.0,0.0,0.0,503.12,153.38458333333332,0.0,0,0,1
12/1/2018 04:00,2018,1,January,12,4,Friday,4,Summer,0,0,6709.045,73.59,0.0,0.0,0.0,21.49,92.75,2.79,1.5,0.0,83.585,68.47,61.235,0.0,0.0,0.0,0.0,503.12,153.38458333333332,0.0,0,0,1
12/1/2018 05:00,2018,1,January,12,4,Friday,5,Summer,0,0,7163.735,64.935,20.25,51.62,0.15,21.87,91.4,2.74,1.5,30.551,73.59,80.83,58.305,0.0,18.45,71.03,3.375,503.12,153.45958333333334,8.267027881827154,0,0,0
