HOUR,YEAR,MONTH,MONTH_NAME,DAY,DAY_OF_WEEK,DAY_NAME,HOUR_OF_DAY,SEASON,IS_WEEKEND,IS_PUBLIC_HOLIDAY,TOTALDEMAND,RRP,ALLSKY_IRRADIANCE,CLRSKY_IRRADIANCE,CLEARNESS_IDX,TEMP_2M,REL_HUMIDITY,WIND_SPEED,CASH_RATE_TARGET,ROOFTOP_SOLAR_MW,RRP_LAG_1H,RRP_LAG_3H,RRP_LAG_24H
1/1/2018 00:00,2018,1,January,1,0,Monday,0,Summer,0,1,6912.250,91.860,0.000,0.000,0.000,21.540,84.690,4.570,1.500,0.000,,,
1/1/2018 01:00,2018,1,January,1,0,Monday,1,Summer,0,1,6605.845,81.225,0.000,0.000,0.000,21.320,86.150,3.850,1.500,0.000,91.860,,
1/1/2018 02:00,2018,1,January,1,0,Monday,2,Summer,0,1,6228.555,70.380,0.000,0.000,0.000,21.090,87.900,3.170,1.500,0.000,81.225,,
1/1/2018 03:00,2018,1,January,1,0,Monday,3,Summer,0,1,6041.455,69.055,0.000,0.000,0.000,20.900,89.430,2.620,1.500,0.000,70.380,91.860,
1/1/2018 04:00,2018,1,January,1,0,Monday,4,Summer,0,1,5961.125,67.335,0.000,0.000,0.000,20.770,90.410,2.290,1.500,0.000,69.055,81.225,
1/1/2018 05:00,2018,1,January,1,0,Monday,5,Summer,0,1,5976.935,66.665,69.030,72.350,0.390,21.150,88.480,1.860,1.500,0.000,67.335,70.380,
1/1/2018 06:00,2018,1,January,1,0,Monday,6,Summer,0,1,6133.450,64.075,260.830,272.400,0.570,22.060,82.820,1.440,1.500,0.000,66.665,69.055,
1/1/2018 07:00,2018,1,January,1,0,Monday,7,Summer,0,1,6450.305,68.720,470.150,471.670,0.650,23.130,76.390,0.800,1.500,0.000,64.075,67.335,
1/1/2018 08:00,2018,1,January,1,0,Monday,8,Summer,0,1,6806.695,68.940,696.850,699.000,0.720,24.090,73.040,0.390,1.500,0.000,68.720,66.665,
1/1/2018 09:00,2018,1,January,1,0,Monday,9,Summer,0,1,7181.205,71.630,872.780,878.220,0.750,24.800,71.860,1.050,1.500,0.000,68.940,64.075,
1/1/2018 10:00,2018,1,January,1,0,Monday,10,Summer,0,1,7569.250,75.175,957.050,1005.280,0.730,25.390,68.630,1.910,1.500,0.000,71.630,68.720,
1/1/2018 11:00,2018,1,January,1,0,Monday,11,Summer,0,1,7789.260,79.295,1020.400,1062.600,0.740,25.680,66.380,2.850,1.500,0.000,75.175,68.940,
1/1/2018 12:00,2018,1,January,1,0,Monday,12,Summer,0,1,7810.215,70.975,1028.050,1057.700,0.750,25.570,65.830,4.170,1.500,0.000,79.295,71.630,
1/1/2018 13:00,2018,1,January,1,0,Monday,13,Summer,0,1,7919.990,80.195,961.280,990.470,0.740,25.010,68.250,5.530,1.500,0.000,70.975,75.175,
1/1/2018 14:00,2018,1,January,1,0,Monday,14,Summer,0,1,8045.710,85.010,788.200,863.420,0.690,24.310,72.140,6.210,1.500,0.000,80.195,79.295,
1/1/2018 15:00,2018,1,January,1,0,Monday,15,Summer,0,1,8287.990,84.800,652.120,686.250,0.690,23.640,75.360,6.310,1.500,0.000,85.010,70.975,
1/1/2018 16:00,2018,1,January,1,0,Monday,16,Summer,0,1,8556.835,92.945,428.020,473.270,0.610,23.020,77.780,5.810,1.500,0.000,84.800,80.195,
1/1/2018 17:00,2018,1,January,1,0,Monday,17,Summer,0,1,8720.395,86.645,221.430,245.050,0.510,22.370,80.420,4.990,1.500,0.000,92.945,85.010,
1/1/2018 18:00,2018,1,January,1,0,Monday,18,Summer,0,1,8602.230,76.350,49.780,54.900,0.330,21.620,84.010,4.180,1.500,0.000,86.645,84.800,
1/1/2018 19:00,2018,1,January,1,0,Monday,19,Summer,0,1,8234.375,73.090,0.000,0.000,0.000,21.060,87.500,3.300,1.500,0.000,76.350,92.945,
1/1/2018 20:00,2018,1,January,1,0,Monday,20,Summer,0,1,8141.860,77.930,0.000,0.000,0.000,20.840,89.200,2.690,1.500,0.000,73.090,86.645,
1/1/2018 21:00,2018,1,January,1,0,Monday,21,Summer,0,1,7908.930,70.365,0.000,0.000,0.000,20.810,88.880,2.390,1.500,0.000,77.930,76.350,
1/1/2018 22:00,2018,1,January,1,0,Monday,22,Summer,0,1,7607.825,65.910,0.000,0.000,0.000,20.810,87.390,2.150,1.500,0.000,70.365,73.090,
1/1/2018 23:00,2018,1,January,1,0,Monday,23,Summer,0,1,7229.815,62.605,0.000,0.000,0.000,20.680,87.210,1.960,1.500,0.000,65.910,77.930,
2/1/2018 00:00,2018,1,January,2,1,Tuesday,0,Summer,0,0,6902.350,57.605,0.000,0.000,0.000,20.550,87.410,2.010,1.500,0.000,62.605,70.365,91.860
2/1/2018 01:00,2018,1,January,2,1,Tuesday,1,Summer,0,0,6440.450,55.305,0.000,0.000,0.000,20.470,86.870,2.200,1.500,0.000,57.605,65.910,81.225
2/1/2018 02:00,2018,1,January,2,1,Tuesday,2,Summer,0,0,6085.165,54.405,0.000,0.000,0.000,20.440,86.010,2.360,1.500,0.000,55.305,62.605,70.380
2/1/2018 03:00,2018,1,January,2,1,Tuesday,3,Summer,0,0,5986.615,54.980,0.000,0.000,0.000,20.430,85.290,2.390,1.500,0.000,54.405,57.605,69.055
2/1/2018 04:00,2018,1,January,2,1,Tuesday,4,Summer,0,0,6105.755,53.725,0.000,0.000,0.000,20.430,84.470,2.350,1.500,0.969,54.980,55.305,67.335
2/1/2018 05:00,2018,1,January,2,1,Tuesday,5,Summer,0,0,6414.335,66.755,48.650,78.780,0.280,20.880,81.490,2.240,1.500,53.282,53.725,54.405,66.665
2/1/2018 06:00,2018,1,January,2,1,Tuesday,6,Summer,0,0,7001.565,66.655,173.750,279.800,0.380,21.700,76.230,2.120,1.500,170.997,66.755,54.980,64.075
2/1/2018 07:00,2018,1,January,2,1,Tuesday,7,Summer,0,0,7602.710,70.550,334.880,499.650,0.460,22.470,70.940,1.730,1.500,327.262,66.655,53.725,68.720
2/1/2018 08:00,2018,1,January,2,1,Tuesday,8,Summer,0,0,8055.150,73.435,544.500,705.450,0.560,23.310,66.240,1.430,1.500,509.951,70.550,66.755,68.940
2/1/2018 09:00,2018,1,January,2,1,Tuesday,9,Summer,0,0,8251.875,79.110,788.450,877.470,0.680,24.010,63.270,1.520,1.500,704.683,73.435,66.655,71.630
2/1/2018 10:00,2018,1,January,2,1,Tuesday,10,Summer,0,0,8383.495,75.265,949.000,1005.030,0.730,24.490,60.990,1.940,1.500,880.058,79.110,70.550,75.175
2/1/2018 11:00,2018,1,January,2,1,Tuesday,11,Summer,0,0,8505.125,80.320,987.080,1050.570,0.720,25.030,59.530,2.540,1.500,925.404,75.265,73.435,79.295
2/1/2018 12:00,2018,1,January,2,1,Tuesday,12,Summer,0,0,8753.645,84.635,992.400,1048.700,0.720,25.340,59.820,3.190,1.500,869.683,80.320,79.110,70.975
2/1/2018 13:00,2018,1,January,2,1,Tuesday,13,Summer,0,0,9021.580,86.650,860.650,981.250,0.660,25.330,60.600,4.050,1.500,706.596,84.635,75.265,80.195
2/1/2018 14:00,2018,1,January,2,1,Tuesday,14,Summer,0,0,9183.900,85.685,681.400,855.670,0.590,24.960,62.880,4.760,1.500,609.146,86.650,80.320,85.010
2/1/2018 15:00,2018,1,January,2,1,Tuesday,15,Summer,0,0,9325.300,88.630,431.020,680.380,0.450,24.370,66.400,4.870,1.500,353.166,85.685,84.635,84.800
2/1/2018 16:00,2018,1,January,2,1,Tuesday,16,Summer,0,0,9309.505,85.150,267.480,473.480,0.380,23.780,69.930,4.580,1.500,178.479,88.630,86.650,92.945
2/1/2018 17:00,2018,1,January,2,1,Tuesday,17,Summer,0,0,9096.685,78.895,140.020,255.550,0.320,23.220,73.310,4.140,1.500,83.654,85.150,85.685,86.645
2/1/2018 18:00,2018,1,January,2,1,Tuesday,18,Summer,0,0,8824.685,78.405,31.830,62.900,0.210,22.590,77.380,3.640,1.500,45.906,78.895,88.630,76.350
2/1/2018 19:00,2018,1,January,2,1,Tuesday,19,Summer,0,0,8542.810,76.350,0.000,0.000,0.000,22.180,81.160,3.110,1.500,1.298,78.405,85.150,73.090
2/1/2018 20:00,2018,1,January,2,1,Tuesday,20,Summer,0,0,8354.765,79.535,0.000,0.000,0.000,22.040,83.570,2.900,1.500,0.000,76.350,78.895,77.930
2/1/2018 21:00,2018,1,January,2,1,Tuesday,21,Summer,0,0,8111.210,68.835,0.000,0.000,0.000,21.900,85.680,2.690,1.500,0.000,79.535,78.405,70.365
2/1/2018 22:00,2018,1,January,2,1,Tuesday,22,Summer,0,0,7776.875,64.920,0.000,0.000,0.000,21.810,86.890,2.220,1.500,0.000,68.835,76.350,65.910
2/1/2018 23:00,2018,1,January,2,1,Tuesday,23,Summer,0,0,7447.370,66.855,0.000,0.000,0.000,21.790,87.000,1.800,1.500,0.000,64.920,79.535,62.605
3/1/2018 00:00,2018,1,January,3,2,Wednesday,0,Summer,0,0,7059.455,62.320,0.000,0.000,0.000,21.860,86.050,1.490,1.500,0.000,66.855,68.835,57.605
3/1/2018 01:00,2018,1,January,3,2,Wednesday,1,Summer,0,0,6635.495,52.865,0.000,0.000,0.000,21.920,84.680,0.740,1.500,0.000,62.320,64.920,55.305
3/1/2018 02:00,2018,1,January,3,2,Wednesday,2,Summer,0,0,6197.705,51.725,0.000,0.000,0.000,21.570,86.140,1.330,1.500,0.000,52.865,66.855,54.405
3/1/2018 03:00,2018,1,January,3,2,Wednesday,3,Summer,0,0,6060.705,54.060,0.000,0.000,0.000,21.020,90.340,3.050,1.500,0.000,51.725,62.320,54.980
3/1/2018 04:00,2018,1,January,3,2,Wednesday,4,Summer,0,0,6178.480,55.605,0.000,0.000,0.000,20.720,93.600,4.860,1.500,0.453,54.060,52.865,53.725
3/1/2018 05:00,2018,1,January,3,2,Wednesday,5,Summer,0,0,6485.540,59.990,39.900,71.930,0.230,20.520,92.170,7.270,1.500,41.887,55.605,51.725,66.755
3/1/2018 06:00,2018,1,January,3,2,Wednesday,6,Summer,0,0,7014.220,64.055,151.150,271.450,0.340,20.630,85.510,8.890,1.500,128.190,59.990,54.060,66.655
3/1/2018 07:00,2018,1,January,3,2,Wednesday,7,Summer,0,0,7595.280,66.675,299.300,493.800,0.410,21.040,78.600,8.790,1.500,272.312,64.055,55.605,70.550
3/1/2018 08:00,2018,1,January,3,2,Wednesday,8,Summer,0,0,7951.705,68.280,448.950,701.920,0.470,21.580,73.740,8.230,1.500,437.452,66.675,59.990,73.435
3/1/2018 09:00,2018,1,January,3,2,Wednesday,9,Summer,0,0,8077.040,70.005,572.880,872.880,0.490,22.030,70.930,7.860,1.500,566.382,68.280,64.055,79.110
3/1/2018 10:00,2018,1,January,3,2,Wednesday,10,Summer,0,0,8086.430,68.660,683.530,996.920,0.530,22.140,69.820,7.640,1.500,641.496,70.005,66.675,75.265
3/1/2018 11:00,2018,1,January,3,2,Wednesday,11,Summer,0,0,8030.375,69.590,756.120,1053.780,0.550,22.040,69.420,7.480,1.500,710.491,68.660,68.280,80.320
3/1/2018 12:00,2018,1,January,3,2,Wednesday,12,Summer,0,0,7972.045,71.475,790.970,1054.120,0.580,21.940,68.900,7.290,1.500,761.053,69.590,70.005,84.635
3/1/2018 13:00,2018,1,January,3,2,Wednesday,13,Summer,0,0,7932.860,69.320,644.330,990.150,0.500,21.880,68.180,7.150,1.500,727.215,71.475,68.660,86.650
3/1/2018 14:00,2018,1,January,3,2,Wednesday,14,Summer,0,0,8043.940,74.510,537.250,867.470,0.470,21.950,67.170,7.070,1.500,550.412,69.320,69.590,85.685
3/1/2018 15:00,2018,1,January,3,2,Wednesday,15,Summer,0,0,8153.090,71.060,450.730,696.330,0.470,21.870,67.070,6.950,1.500,349.300,74.510,71.475,88.630
3/1/2018 16:00,2018,1,January,3,2,Wednesday,16,Summer,0,0,8215.335,68.715,288.150,490.450,0.410,21.570,68.020,6.670,1.500,206.845,71.060,69.320,85.150
3/1/2018 17:00,2018,1,January,3,2,Wednesday,17,Summer,0,0,8166.700,67.820,148.900,269.730,0.340,21.150,69.580,6.220,1.500,128.740,68.715,74.510,78.895
3/1/2018 18:00,2018,1,January,3,2,Wednesday,18,Summer,0,0,8014.260,67.500,29.020,68.720,0.190,20.670,71.790,5.720,1.500,37.682,67.820,71.060,78.405
3/1/2018 19:00,2018,1,January,3,2,Wednesday,19,Summer,0,0,7908.275,73.420,0.000,0.000,0.000,20.350,73.340,5.230,1.500,0.804,67.500,68.715,76.350
3/1/2018 20:00,2018,1,January,3,2,Wednesday,20,Summer,0,0,7883.055,66.200,0.000,0.000,0.000,20.230,73.800,4.940,1.500,0.000,73.420,67.820,79.535
3/1/2018 21:00,2018,1,January,3,2,Wednesday,21,Summer,0,0,7596.675,61.445,0.000,0.000,0.000,20.150,73.710,4.780,1.500,0.000,66.200,67.500,68.835
3/1/2018 22:00,2018,1,January,3,2,Wednesday,22,Summer,0,0,7502.535,61.540,0.000,0.000,0.000,20.070,73.540,4.710,1.500,0.000,61.445,73.420,64.920
3/1/2018 23:00,2018,1,January,3,2,Wednesday,23,Summer,0,0,7271.765,64.225,0.000,0.000,0.000,19.980,73.110,4.780,1.500,0.000,61.540,66.200,66.855
4/1/2018 00:00,2018,1,January,4,3,Thursday,0,Summer,0,0,6979.605,62.475,0.000,0.000,0.000,19.860,72.880,4.860,1.500,0.000,64.225,61.445,62.320
4/1/2018 01:00,2018,1,January,4,3,Thursday,1,Summer,0,0,6560.030,51.320,0.000,0.000,0.000,19.640,73.160,4.800,1.500,0.000,62.475,61.540,52.865
4/1/2018 02:00,2018,1,January,4,3,Thursday,2,Summer,0,0,6120.485,51.660,0.000,0.000,0.000,19.380,73.850,4.600,1.500,0.000,51.320,64.225,51.725
4/1/2018 03:00,2018,1,January,4,3,Thursday,3,Summer,0,0,5980.470,47.015,0.000,0.000,0.000,19.200,74.350,4.350,1.500,0.000,51.660,62.475,54.060
4/1/2018 04:00,2018,1,January,4,3,Thursday,4,Summer,0,0,6117.380,53.515,0.000,0.000,0.000,19.050,74.860,4.090,1.500,0.441,47.015,51.320,55.605
4/1/2018 05:00,2018,1,January,4,3,Thursday,5,Summer,0,0,6449.490,55.215,30.120,74.900,0.180,19.400,73.720,3.880,1.500,36.039,53.515,51.660,59.990
4/1/2018 06:00,2018,1,January,4,3,Thursday,6,Summer,0,0,6963.170,60.030,100.180,274.080,0.220,20.070,70.070,3.850,1.500,110.205,55.215,47.015,64.055
4/1/2018 07:00,2018,1,January,4,3,Thursday,7,Summer,0,0,7470.515,65.205,181.020,493.050,0.250,20.700,66.560,3.420,1.500,245.156,60.030,53.515,66.675
4/1/2018 08:00,2018,1,January,4,3,Thursday,8,Summer,0,0,7806.080,65.315,236.980,698.030,0.250,21.290,63.890,2.980,1.500,417.201,65.205,55.215,68.280
4/1/2018 09:00,2018,1,January,4,3,Thursday,9,Summer,0,0,7959.460,68.445,358.100,870.250,0.310,21.790,61.840,2.740,1.500,539.265,65.315,60.030,70.005
4/1/2018 10:00,2018,1,January,4,3,Thursday,10,Summer,0,0,7931.055,68.380,427.550,992.350,0.330,22.130,60.500,2.740,1.500,598.256,68.445,65.205,68.660
4/1/2018 11:00,2018,1,January,4,3,Thursday,11,Summer,0,0,7884.615,67.210,539.400,1065.750,0.390,22.370,60.190,3.100,1.500,736.942,68.380,65.315,69.590
4/1/2018 12:00,2018,1,January,4,3,Thursday,12,Summer,0,0,7775.880,65.830,698.250,1065.600,0.510,22.530,60.750,3.800,1.500,826.080,67.210,68.445,71.475
4/1/2018 13:00,2018,1,January,4,3,Thursday,13,Summer,0,0,7859.850,66.920,814.200,1001.550,0.630,22.580,61.590,4.470,1.500,780.490,65.830,68.380,69.320
4/1/2018 14:00,2018,1,January,4,3,Thursday,14,Summer,0,0,7996.545,67.100,772.850,879.000,0.670,22.390,62.930,4.790,1.500,711.718,66.920,67.210,74.510
4/1/2018 15:00,2018,1,January,4,3,Thursday,15,Summer,0,0,8143.735,67.890,651.330,707.400,0.680,22.020,64.580,4.640,1.500,628.139,67.100,65.830,71.060
4/1/2018 16:00,2018,1,January,4,3,Thursday,16,Summer,0,0,8438.350,75.995,484.770,500.900,0.680,21.550,66.330,4.150,1.500,441.539,67.890,66.920,68.715
4/1/2018 17:00,2018,1,January,4,3,Thursday,17,Summer,0,0,8602.475,91.370,262.920,279.000,0.600,21.020,68.230,3.500,1.500,205.106,75.995,67.100,67.820
4/1/2018 18:00,2018,1,January,4,3,Thursday,18,Summer,0,0,8562.955,80.105,69.970,73.600,0.450,20.450,70.510,2.940,1.500,53.880,91.370,67.890,67.500
4/1/2018 19:00,2018,1,January,4,3,Thursday,19,Summer,0,0,8331.400,61.325,0.000,0.000,0.000,19.910,72.950,2.380,1.500,0.914,80.105,75.995,73.420
4/1/2018 20:00,2018,1,January,4,3,Thursday,20,Summer,0,0,8276.135,65.745,0.000,0.000,0.000,19.700,74.300,2.270,1.500,0.000,61.325,91.370,66.200
4/1/2018 21:00,2018,1,January,4,3,Thursday,21,Summer,0,0,7968.030,59.060,0.000,0.000,0.000,19.530,74.770,2.150,1.500,0.000,65.745,80.105,61.445
4/1/2018 22:00,2018,1,January,4,3,Thursday,22,Summer,0,0,7731.520,58.990,0.000,0.000,0.000,19.490,74.100,1.820,1.500,0.000,59.060,61.325,61.540
4/1/2018 23:00,2018,1,January,4,3,Thursday,23,Summer,0,0,7476.805,59.605,0.000,0.000,0.000,19.470,73.390,1.480,1.500,0.000,58.990,65.745,64.225
5/1/2018 00:00,2018,1,January,5,4,Friday,0,Summer,0,0,7181.125,56.145,0.000,0.000,0.000,19.480,73.160,1.300,1.500,0.000,59.605,59.060,62.475
5/1/2018 01:00,2018,1,January,5,4,Friday,1,Summer,0,0,6726.025,54.995,0.000,0.000,0.000,19.470,73.450,1.150,1.500,0.000,56.145,58.990,51.320
5/1/2018 02:00,2018,1,January,5,4,Friday,2,Summer,0,0,6269.960,54.190,0.000,0.000,0.000,19.380,74.340,1.070,1.500,0.000,54.995,59.605,51.660
5/1/2018 03:00,2018,1,January,5,4,Friday,3,Summer,0,0,6129.815,55.160,0.000,0.000,0.000,19.240,75.580,1.110,1.500,0.000,54.190,56.145,47.015
5/1/2018 04:00,2018,1,January,5,4,Friday,4,Summer,0,0,6252.890,55.405,0.000,0.000,0.000,19.150,76.610,1.200,1.500,0.934,55.160,54.995,53.515
5/1/2018 05:00,2018,1,January,5,4,Friday,5,Summer,0,0,6552.950,56.065,71.030,75.250,0.430,19.370,76.250,1.220,1.500,49.812,55.405,54.190,55.215
5/1/2018 06:00,2018,1,January,5,4,Friday,6,Summer,0,0,7077.505,59.115,260.100,282.420,0.590,20.180,73.220,1.360,1.500,174.659,56.065,55.160,60.030
5/1/2018 07:00,2018,1,January,5,4,Friday,7,Summer,0,0,7585.010,62.505,470.920,508.730,0.660,21.210,68.990,1.580,1.500,387.822,59.115,55.405,65.205
5/1/2018 08:00,2018,1,January,5,4,Friday,8,Summer,0,0,7949.965,62.200,700.600,716.200,0.730,22.320,64.770,1.940,1.500,659.341,62.505,56.065,65.315
5/1/2018 09:00,2018,1,January,5,4,Friday,9,Summer,0,0,8120.410,65.605,882.470,888.220,0.760,23.520,60.890,2.300,1.500,846.589,62.200,59.115,68.445
5/1/2018 10:00,2018,1,January,5,4,Friday,10,Summer,0,0,8271.765,66.220,1005.080,1010.620,0.770,24.650,58.060,2.780,1.500,960.594,65.605,62.505,68.380
5/1/2018 11:00,2018,1,January,5,4,Friday,11,Summer,0,0,8399.225,64.540,1061.220,1068.050,0.770,25.380,57.630,3.390,1.500,987.639,66.220,62.200,67.210
5/1/2018 12:00,2018,1,January,5,4,Friday,12,Summer,0,0,8627.225,65.505,905.000,1066.650,0.660,25.690,56.630,4.390,1.500,985.476,64.540,65.605,65.830
5/1/2018 13:00,2018,1,January,5,4,Friday,13,Summer,0,0,8736.875,71.065,866.100,1001.150,0.670,25.530,56.650,5.430,1.500,964.827,65.505,66.220,66.920
5/1/2018 14:00,2018,1,January,5,4,Friday,14,Summer,0,0,9057.235,72.470,856.170,876.970,0.740,24.920,58.310,6.180,1.500,852.640,71.065,64.540,67.100
5/1/2018 15:00,2018,1,January,5,4,Friday,15,Summer,0,0,9320.415,75.915,696.550,703.450,0.730,24.220,60.880,6.280,1.500,663.926,72.470,65.505,67.890
5/1/2018 16:00,2018,1,January,5,4,Friday,16,Summer,0,0,9613.750,94.810,489.250,495.100,0.690,23.730,62.540,5.790,1.500,438.700,75.915,71.065,75.995
5/1/2018 17:00,2018,1,January,5,4,Friday,17,Summer,0,0,9647.035,86.845,267.770,274.020,0.610,23.180,64.530,5.190,1.500,203.782,94.810,72.470,91.370
5/1/2018 18:00,2018,1,January,5,4,Friday,18,Summer,0,0,9321.135,67.900,68.750,71.050,0.440,22.390,68.580,4.670,1.500,52.343,86.845,75.915,80.105
5/1/2018 19:00,2018,1,January,5,4,Friday,19,Summer,0,0,8911.640,70.095,0.000,0.000,0.000,21.610,74.650,3.990,1.500,1.032,67.900,94.810,61.325
5/1/2018 20:00,2018,1,January,5,4,Friday,20,Summer,0,0,8672.550,70.110,0.000,0.000,0.000,21.280,78.650,3.710,1.500,0.000,70.095,86.845,65.745
5/1/2018 21:00,2018,1,January,5,4,Friday,21,Summer,0,0,8305.560,64.885,0.000,0.000,0.000,21.090,81.280,3.520,1.500,0.000,70.110,67.900,59.060
5/1/2018 22:00,2018,1,January,5,4,Friday,22,Summer,0,0,8043.180,60.420,0.000,0.000,0.000,20.940,83.210,3.250,1.500,0.000,64.885,70.095,58.990
5/1/2018 23:00,2018,1,January,5,4,Friday,23,Summer,0,0,7738.150,64.415,0.000,0.000,0.000,20.810,84.660,3.080,1.500,0.000,60.420,70.110,59.605
6/1/2018 00:00,2018,1,January,6,5,Saturday,0,Summer,1,0,7292.960,61.290,0.000,0.000,0.000,20.650,86.450,2.920,1.500,0.000,64.415,64.885,56.145
6/1/2018 01:00,2018,1,January,6,5,Saturday,1,Summer,1,0,6847.360,54.790,0.000,0.000,0.000,20.460,88.630,2.900,1.500,0.000,61.290,60.420,54.995
6/1/2018 02:00,2018,1,January,6,5,Saturday,2,Summer,1,0,6305.970,48.895,0.000,0.000,0.000,20.370,90.170,2.870,1.500,0.000,54.790,64.415,54.190
6/1/2018 03:00,2018,1,January,6,5,Saturday,3,Summer,1,0,6095.895,49.300,0.000,0.000,0.000,20.380,90.650,2.930,1.500,0.000,48.895,61.290,55.160
6/1/2018 04:00,2018,1,January,6,5,Saturday,4,Summer,1,0,6106.895,51.370,0.000,0.000,0.000,20.480,90.580,2.890,1.500,0.786,49.300,54.790,55.405
6/1/2018 05:00,2018,1,January,6,5,Saturday,5,Summer,1,0,6209.535,53.570,67.570,68.300,0.420,20.990,88.070,2.820,1.500,49.296,51.370,48.895,56.065
6/1/2018 06:00,2018,1,January,6,5,Saturday,6,Summer,1,0,6544.930,52.465,265.330,268.400,0.600,22.250,80.920,3.210,1.500,171.266,53.570,49.300,59.115
6/1/2018 07:00,2018,1,January,6,5,Saturday,7,Summer,1,0,7072.685,55.940,496.580,503.250,0.700,23.370,73.890,3.510,1.500,391.971,52.465,51.370,62.505
6/1/2018 08:00,2018,1,January,6,5,Saturday,8,Summer,1,0,7638.905,58.195,705.720,711.300,0.740,24.470,68.830,3.420,1.500,650.766,55.940,53.570,62.200
6/1/2018 09:00,2018,1,January,6,5,Saturday,9,Summer,1,0,8050.460,59.730,879.650,883.950,0.760,25.480,65.260,3.250,1.500,829.885,58.195,52.465,65.605
6/1/2018 10:00,2018,1,January,6,5,Saturday,10,Summer,1,0,8384.130,66.460,1005.950,1007.530,0.780,26.570,60.030,3.510,1.500,974.248,59.730,55.940,66.220
6/1/2018 11:00,2018,1,January,6,5,Saturday,11,Summer,1,0,8686.305,58.485,1069.620,1075.750,0.780,27.600,55.460,3.870,1.500,1028.418,66.460,58.195,64.540
6/1/2018 12:00,2018,1,January,6,5,Saturday,12,Summer,1,0,9076.290,63.535,1067.820,1074.120,0.780,28.270,52.980,4.350,1.500,1013.184,58.485,59.730,65.505
6/1/2018 13:00,2018,1,January,6,5,Saturday,13,Summer,1,0,9452.275,70.645,957.620,960.950,0.740,28.500,52.230,5.060,1.500,951.253,63.535,66.460,71.065
6/1/2018 14:00,2018,1,January,6,5,Saturday,14,Summer,1,0,9863.790,75.605,869.500,883.800,0.750,28.430,52.350,5.700,1.500,830.136,70.645,58.485,72.470
6/1/2018 15:00,2018,1,January,6,5,Saturday,15,Summer,1,0,10248.035,88.095,691.100,709.720,0.720,28.060,53.920,5.990,1.500,653.654,75.605,63.535,75.915
6/1/2018 16:00,2018,1,January,6,5,Saturday,16,Summer,1,0,10543.815,97.400,490.800,500.580,0.690,27.410,56.820,6.200,1.500,423.838,88.095,70.645,94.810
6/1/2018 17:00,2018,1,January,6,5,Saturday,17,Summer,1,0,10659.460,91.915,245.120,250.070,0.560,26.390,62.050,6.540,1.500,198.847,97.400,75.605,86.845
6/1/2018 18:00,2018,1,January,6,5,Saturday,18,Summer,1,0,10580.510,92.765,62.330,63.170,0.400,25.090,70.100,6.260,1.500,51.152,91.915,88.095,67.900
6/1/2018 19:00,2018,1,January,6,5,Saturday,19,Summer,1,0,10206.060,92.155,0.000,0.000,0.000,24.140,77.150,5.410,1.500,1.054,92.765,97.400,70.095
6/1/2018 20:00,2018,1,January,6,5,Saturday,20,Summer,1,0,9946.235,82.810,0.000,0.000,0.000,23.740,80.820,4.670,1.500,0.000,92.155,91.915,70.110
6/1/2018 21:00,2018,1,January,6,5,Saturday,21,Summer,1,0,9396.950,71.345,0.000,0.000,0.000,23.490,82.730,4.270,1.500,0.000,82.810,92.765,64.885
6/1/2018 22:00,2018,1,January,6,5,Saturday,22,Summer,1,0,8849.855,64.435,0.000,0.000,0.000,23.250,84.320,4.040,1.500,0.000,71.345,92.155,60.420
6/1/2018 23:00,2018,1,January,6,5,Saturday,23,Summer,1,0,8219.660,63.720,0.000,0.000,0.000,22.970,86.070,3.990,1.500,0.000,64.435,82.810,64.415
7/1/2018 00:00,2018,1,January,7,6,Sunday,0,Summer,1,0,7572.525,59.445,0.000,0.000,0.000,22.670,88.100,4.040,1.500,0.000,63.720,71.345,61.290
7/1/2018 01:00,2018,1,January,7,6,Sunday,1,Summer,1,0,7057.965,61.355,0.000,0.000,0.000,22.420,89.920,4.050,1.500,0.000,59.445,64.435,54.790
7/1/2018 02:00,2018,1,January,7,6,Sunday,2,Summer,1,0,6624.510,54.995,0.000,0.000,0.000,22.370,88.800,4.120,1.500,0.000,61.355,63.720,48.895
7/1/2018 03:00,2018,1,January,7,6,Sunday,3,Summer,1,0,6481.080,54.660,0.000,0.000,0.000,22.360,85.320,4.030,1.500,0.000,54.995,59.445,49.300
7/1/2018 04:00,2018,1,January,7,6,Sunday,4,Summer,1,0,6376.080,53.830,0.000,0.000,0.000,22.420,80.220,3.880,1.500,0.720,54.660,61.355,51.370
7/1/2018 05:00,2018,1,January,7,6,Sunday,5,Summer,1,0,6371.760,52.070,67.680,69.200,0.430,23.060,72.390,3.790,1.500,44.545,53.830,54.995,53.570
7/1/2018 06:00,2018,1,January,7,6,Sunday,6,Summer,1,0,6622.810,54.815,254.770,257.380,0.580,24.280,66.490,3.180,1.500,161.680,52.070,54.660,52.465
7/1/2018 07:00,2018,1,January,7,6,Sunday,7,Summer,1,0,7272.585,57.445,469.270,470.050,0.660,26.030,61.300,2.590,1.500,377.616,54.815,53.830,55.940
7/1/2018 08:00,2018,1,January,7,6,Sunday,8,Summer,1,0,8144.405,66.640,691.580,698.600,0.720,29.360,48.120,2.720,1.500,629.315,57.445,52.070,58.195
