fold,mae,rmse
325,0.11035447113130915,0.15738512067757662
326,0.14744297027764347,0.20849046541665295
327,0.11876240676210481,0.16975095012850613
328,0.11145853165585606,0.1596406965742527
329,0.16716012733023158,0.22465929311037353
330,0.13750240714231005,0.18514622729096844
331,0.1692161344400018,0.22202811965670807
332,0.13535170750580774,0.20455458627980438
333,0.14471483219039297,0.18209870071403386
334,0.17857955758930052,0.2229106817399282
335,0.123880311610908,0.1801032798642491
336,0.1345838281144753,0.19030202184022377
337,0.1513263384921082,0.19374914555919442
338,0.10780489717740625,0.1346216702168701
339,0.14935499346520545,0.17658616638267213
340,0.21076086387652282,0.2591196279518211
341,0.19797635675626526,0.23269025008718913
342,0.12704716352979242,0.1724605318818102
343,0.11968666816601639,0.1494191068570748
344,0.17431040101876571,0.23688639940182607
345,0.14995935261185855,0.19259116064197546
346,0.15581972651426398,0.19527591747309744
347,0.17560874107697846,0.22472665298106412
348,0.15409694869664758,0.179636177765559
349,0.19947427586284014,0.23031611490968423
350,0.16289589588135386,0.21692340151127026
351,0.15228762796345596,0.18719799172393556
352,0.1491837400688991,0.1874152542958197
353,0.12004047612060441,0.16486482495714436
354,0.14367860875591087,0.19296452366084205
355,0.15650506824943966,0.20742301271277122
356,0.14741498572063003,0.21149132764200693
357,0.13159472071159442,0.17677711522096476
358,0.12975251095700627,0.1838366673642816
359,0.14172624052734142,0.18966914727760895
360,0.16832434538178717,0.22505690993921612
361,0.15233517826225149,0.20212855816667258
362,0.10868538524123311,0.14184235920944593
363,0.13662963194763297,0.17531807197249147
364,0.1617873027488854,0.20412114731366213
365,0.17088150511234712,0.21504876486193503
366,0.21692145527420298,0.27805341197103467
367,0.16155138669522984,0.20643667074196012
368,0.10010944728095016,0.1269081625521062
369,0.1380736035825605,0.1750640505556662
370,0.1166002164216832,0.15263688655050636
371,0.14973606441842688,0.1912229846789272
372,0.25302312324604065,0.3014353351668761
373,0.10339759948659653,0.15004881200664155
